-4.034500000000000217e-04,-3.904186999999999935e-03,2.850570900000000060e-02,1.583122600000000033e-02,3.881221399999999766e-02,3.340126899999999732e-02,2.156252789999999753e-01,3.229129975000000208e+00,1.092982359999999886e+01,7.252779871000000433e+00,1.093195032999999938e+01,7.939149592000000588e+00,8.886980646000000661e+01,6.600010331999999380e+01,1.393748066999999935e+02,5.520512155000000348e+04,2.022131464000000101e+00,6.526145686000000445e+00
-1.887557999999999901e-03,-1.755300100000000210e-02,-5.811525299999999866e-02,-5.837078900000000625e-02,-7.872822799999999732e-02,-9.468339400000000405e-02,-1.301818028000000016e+00,2.811736340000000056e-01,1.111067667000000014e+01,9.984675084999999228e+00,1.118668253999999962e+01,9.988633297999999883e+00,9.668277349000000243e+01,8.838694740000001104e+01,7.219153706000000170e+01,3.073369606000000203e+04,3.338812431999999664e+00,1.400281217000000034e+01
-6.066430000000000260e-04,-3.246402000000000228e-03,4.182661299999999860e-02,2.597928799999999969e-02,5.723157900000000464e-02,5.199533700000000258e-02,-1.062577789000000106e+00,2.639946753000000257e+00,1.378213767999999995e+01,8.564481696999999727e+00,1.382303839999999973e+01,8.962123944000000009e+00,9.440867910999999424e+01,7.286842009999999448e+01,1.546504448999999966e+02,5.904294021000000066e+04,1.862471444999999948e+00,5.968398758999999387e+00
-7.342539999999999397e-04,-4.051006999999999698e-03,5.217807299999999843e-02,3.192333399999999766e-02,7.155691699999999766e-02,6.374349299999999829e-02,9.394503059999999017e-01,4.191356234999999764e+00,1.617903692000000149e+01,1.353540255999999964e+01,1.620628898000000007e+01,1.416949503000000021e+01,8.667680065000000411e+01,7.279440194999999392e+01,1.487256534999999928e+02,5.757256455000000278e+04,1.923041980999999900e+00,6.168977750999999898e+00
-6.423660000000000090e-04,-3.764870000000000022e-03,2.310632700000000289e-02,1.238055899999999931e-02,3.175771799999999728e-02,2.673483200000000351e-02,-7.317553329999999523e-01,1.158234619999999993e+00,9.690703335000000251e+00,5.836979099999999754e+00,9.718291876000000329e+00,5.950784187999999197e+00,9.431827031999999633e+01,7.877656118999999535e+01,1.428974370999999906e+02,5.609284497999999439e+04,1.984346563999999979e+00,6.386349756000000433e+00
-4.259230000000000351e-04,-4.882636000000000094e-03,4.914513200000000109e-02,2.848081899999999750e-02,6.701976900000000681e-02,5.793455799999999711e-02,-2.114640118000000069e+00,3.320645222000000008e+00,1.362135302999999986e+01,1.007547476999999958e+01,1.378451888999999930e+01,1.060857561000000082e+01,9.882441253999999731e+01,7.175896638000000394e+01,1.468519114999999999e+02,5.707222460000000137e+04,1.943761463000000189e+00,6.241525979999999585e+00
-4.285544456073668595e-04,-3.889548063935937758e-03,2.793836109641717122e-02,1.546864215458723657e-02,3.807095258963238971e-02,3.270078345252122598e-02,1.160778855921582309e-01,3.011527638621749325e+00,1.079962123894557635e+01,7.104012549236546015e+00,1.080442340570709270e+01,7.730219210057024171e+00,8.944231171128947722e+01,6.734260818217845213e+01,1.397449522041590058e+02,5.529840037838663557e+04,2.018161160768614071e+00,6.511456425670779424e+00
-8.379256312785080896e-04,-7.899905019748522730e-03,3.147246444106722996e-03,-5.891564598300348676e-03,4.402010875493647668e-03,-4.095776237961097632e-03,-2.286093311080056034e-01,2.366109768763354104e+00,1.098276870356180623e+01,8.052547743479216535e+00,1.100652370184808504e+01,8.539140109509080645e+00,9.115706842645893460e+01,7.255389739293238449e+01,1.197067680611723404e+02,4.804106203542779986e+04,2.407592491609983121e+00,8.714954984578515251e+00
-4.197022781341973015e-04,-4.611792806440046660e-03,4.343196019589497942e-02,2.497930163388931493e-02,5.921167243214819909e-02,5.114353021900244073e-02,-1.469602387913166108e+00,3.295313005648500937e+00,1.287631427337415424e+01,9.294128270703101435e+00,1.299490310150298278e+01,9.869655270066953534e+00,9.606889099381973551e+01,7.016486299551614536e+01,1.447821838569501836e+02,5.655539423605918273e+04,1.965454960923894712e+00,6.320311190187894113e+00
-6.447008146282078847e-04,-4.011260809880513346e-03,4.576963899835389399e-02,2.756697938897081229e-02,6.269247625048282591e-02,5.552943630641576228e-02,7.435009316887055686e-01,3.930868373210583133e+00,1.475800279253467195e+01,1.183461032565868720e+01,1.477845308068482311e+01,1.248285496537105566e+01,8.727047743693228199e+01,7.095509201214041184e+01,1.461942508662240243e+02,5.693166522037838149e+04,1.949866864736272909e+00,6.265668015603557350e+00
