-1.261063999999999892e-03,-5.010736000000000009e-03,-5.526209999999999933e-04,-4.340713999999999857e-03,-5.119999999999999768e-05,-3.481885999999999575e-03,-4.905360036000000257e+00,3.205706913000000213e+00,1.053637143999999992e+01,2.078439425000000007e+00,1.162229237999999931e+01,3.820532326000000367e+00,1.149650132000000013e+02,3.295760182000000071e+01,7.781295541999999443e+01,3.182241638999999850e+04,3.229154333999999960e+00,1.329400912999999917e+01
1.166531000000000165e-03,6.692058000000000728e-03,3.890574799999999694e-02,3.291658299999999926e-02,5.249223700000000409e-02,5.590867199999999954e-02,-3.051831839999999962e-01,3.639941743000000063e+00,2.854650526999999993e+00,3.548466693999999588e+00,2.870917346000000148e+00,5.083383890000000349e+00,9.610216400999999564e+01,4.427093021999999678e+01,6.405202022999999656e+01,2.568285698000000048e+04,3.688880232999999897e+00,1.685348424000000023e+01
1.291230000000000036e-04,-1.827797999999999836e-03,2.180762200000000220e-02,1.305018600000000008e-02,2.931114599999999973e-02,2.635406100000000154e-02,-6.384003222000000477e+00,1.455795813000000161e+00,6.418377062000000244e+00,1.238045958000000013e+01,9.052682544999999692e+00,1.246575793000000054e+01,1.348461636999999769e+02,8.329349018999999998e+01,7.555618701999999587e+01,3.234503576000000248e+04,3.209429526999999727e+00,1.313008458999999917e+01
4.765309999999999815e-04,1.500706000000000089e-03,2.581342999999999832e-02,1.879621899999999943e-02,3.488224499999999922e-02,3.400385799999999792e-02,-8.080085150000000382e-01,2.943268981999999756e+00,6.374223062000000439e+00,6.411008988999999936e+00,6.425231311000000112e+00,7.054351037000000879e+00,9.722439008000000626e+01,6.534033107000000484e+01,8.746363291000000117e+01,3.802498094999999739e+04,2.850106958999999662e+00,1.072755116999999991e+01
-4.606810000000000028e-04,-3.149605000000000200e-03,1.883107699999999815e-02,9.626746999999999735e-03,2.589954299999999709e-02,2.092222100000000126e-02,-8.558972154999999304e+00,-2.780020587000000098e+00,5.679196992000000499e+00,6.444408364000000056e+00,1.027177116000000012e+01,7.018469464999999907e+00,1.464342436000000021e+02,1.133346389000000016e+02,5.915312466000000313e+01,2.189458384999999907e+04,4.061046098000000271e+00,2.016494228999999905e+01
1.264643999999999881e-03,7.607175999999999348e-03,3.359592899999999660e-02,2.991918099999999955e-02,4.536559599999999415e-02,4.937939000000000217e-02,-3.599198458000000045e+00,1.344612723000000010e+00,4.683077184000000059e+00,1.075890880999999943e+01,5.906389882999999230e+00,1.084260586999999987e+01,1.275442287000000050e+02,8.287629913000000670e+01,1.069817592999999931e+02,4.329856833999999799e+04,2.539693359000000150e+00,8.971885312999999584e+00
6.998450000000000460e-04,4.605897999999999763e-03,3.837614699999999934e-02,3.086867299999999925e-02,5.200389200000000295e-02,5.401843599999999607e-02,8.381369349999999718e-01,3.712909651000000366e+00,6.372951825000000348e+00,9.731002695000000813e+00,6.427829221000000537e+00,1.041528259000000034e+01,8.250776007999999706e+01,6.911541209000000663e+01,9.850361058000000014e+01,4.124656983000000037e+04,2.660522285999999959e+00,9.617610857999999041e+00
3.350000000000000113e-05,8.289950000000000140e-04,1.658382499999999996e-02,1.236250000000000022e-02,2.261909000000000142e-02,2.258144299999999965e-02,-1.406108925999999926e+00,1.814211309999999910e+00,6.012623049000000108e+00,5.684769564999999858e+00,6.174850462999999401e+00,5.967241212000000239e+00,1.031626087000000069e+02,7.230027515999999821e+01,9.078976093999999364e+01,3.896512769999999728e+04,2.792702953000000043e+00,1.038873734999999954e+01
2.253159999999999820e-04,9.898430000000000163e-04,2.598016899999999740e-02,1.879588800000000018e-02,3.523691500000000060e-02,3.455572399999999600e-02,1.299712779999999956e-01,3.073071311000000083e+00,7.332990248999999849e+00,7.701869702999999845e+00,7.334141976000000618e+00,8.292319591000000045e+00,8.898458530999999994e+01,6.824783809000000190e+01,1.053475107000000008e+02,4.446341331000000355e+04,2.501412882999999976e+00,8.730355790000000837e+00
-9.634490885996312235e-04,-3.895457564047640799e-03,3.963350749655474015e-03,-3.778249119954493404e-04,5.932193217973493957e-03,2.938664461607510148e-03,-4.203566516855101298e+00,3.160756598581127452e+00,9.823479528620387313e+00,2.820521041789755046e+00,1.073214083744103675e+01,4.374420124456556813e+00,1.119264029495986534e+02,3.850410897307127556e+01,7.946592145992292444e+01,3.288479036205877492e+04,3.164231178185689330e+00,1.285442674263230423e+01
